,from date,to date,from SCHH price,to SCHH price,SCHH cod,SCHH pct cod,from USRT price,to USRT price,USRT cod,USRT pct cod,to USRT / to SCHH,to USRT / to USRT
33,2021-10-07,2021-10-08,23.3,23.08,-0.22000000000000242,-0.009486918931756195,59.98,59.5,-0.4799999999999969,-0.008034860769278887,2.577989601386482,1.0
34,2021-10-08,2021-10-11,23.08,23.14,0.060000000000002274,0.002596280125631903,59.5,59.68,0.17999999999999972,0.00302064334392128,2.5790838375108036,1.0
35,2021-10-11,2021-10-12,23.14,23.445,0.3049999999999997,0.013094530776019075,59.68,60.5,0.8200000000000003,0.013646409141290405,2.5805075709106418,1.0
36,2021-10-12,2021-10-13,23.445,23.605,0.16000000000000014,0.006801301456700483,60.5,61.06,0.5600000000000023,0.009213622269936127,2.5867400974369836,1.0
37,2021-10-13,2021-10-14,23.605,23.89,0.28500000000000014,0.012001407339468036,61.06,61.76,0.6999999999999957,0.011398918409788909,2.585182084554207,1.0
38,2021-10-14,2021-10-15,23.89,23.88,-0.010000000000001563,-0.0004186728133168703,61.76,61.79,0.030000000000001137,0.00048563335636756536,2.5875209380234505,1.0
39,2021-10-15,2021-10-18,23.88,23.94,0.060000000000002274,0.0025094116054259286,61.79,62.12,0.3299999999999983,0.0053264592075982055,2.5948203842940685,1.0
40,2021-10-18,2021-10-19,23.94,23.955,0.014999999999997016,0.0006263702052583445,62.12,61.89,-0.22999999999999687,-0.003709382529216127,2.583594239198497,1.0
41,2021-10-19,2021-10-20,23.955,24.34,0.38500000000000156,0.01594401722429582,61.89,62.9,1.009999999999998,0.01618754795512466,2.5842235004108463,1.0
42,2021-10-20,2021-10-21,24.34,24.35,0.010000000000001563,0.0004107619692176924,62.9,62.85,-0.04999999999999716,-0.0007952286701383577,2.5811088295687883,1.0
